zip,Cnsmr,APTC_Cnsmr,APTC_Cnsmr_Avg_APTC
57467,36,*,*
57468,31,*,*
57469,130,*,*
57470,26,*,*
57471,92,*,*
57472,62,*,*
57473,19,*,*
57474,22,*,*
57475,22,*,*
57476,41,*,*
57477,24,*,*
57479,39,*,*
57481,54,*,*
57501,851,807,$649
57520,17,*,*
57521,32,*,*
57522,43,*,*
57523,125,*,*
57528,106,*,*
57529,56,*,*
57531,43,*,*
57532,211,196,$683
57533,189,*,*
57534,38,*,*
57536,26,*,*
57537,23,*,*
57538,38,*,*
57540,*,*,*
57541,14,*,*
57543,66,*,*
57544,54,*,*
57547,22,*,*
57548,17,*,*
57551,123,110,$678
57552,56,*,*
57553,31,*,*
57555,66,*,*
57559,63,*,*
57560,15,*,*
57562,*,*,*
57563,*,*,*
57564,65,*,*
57566,*,*,*
57567,95,*,*
57568,81,*,*
57569,41,*,*
57570,22,*,*
57571,*,*,*
57572,16,*,*
57574,13,*,*
57576,17,*,*
57577,35,*,*
57579,61,*,*
57580,415,398,$667
57584,*,*,*
57585,34,*,*
57601,279,*,*
57620,58,*,*
57621,*,*,*
57622,*,*,*
57623,35,*,*
57625,61,*,*
57626,118,*,*
57630,*,*,*
57631,19,*,*
57632,87,*,*
57633,40,*,*
57634,37,*,*
57636,12,*,*
57638,157,*,*
57639,*,*,*
57640,21,*,*
57641,31,*,*
57642,45,*,*
57644,36,*,*
57645,41,*,*
57646,13,*,*
57648,47,*,*
57649,50,*,*
57650,*,*,*
57651,36,*,*
57652,13,*,*
57656,112,*,*
57657,12,*,*
57658,11,*,*
57659,*,*,*
57660,14,*,*
57661,*,*,*
57701,"2,109","2,029",$742
57702,"2,109","2,004",$719
57703,955,931,$738
57706,*,*,*
57709,*,*,*
57714,11,*,*
57716,18,*,*
57717,842,826,$688
57718,410,*,*
57719,731,716,$816
57720,95,*,*
57722,18,*,*
57724,27,*,*
57725,26,*,*
57730,432,420,$798
57732,207,*,*
57735,83,*,*
57737,12,*,*
57738,22,*,*
57744,192,*,*
57745,168,*,*
57747,323,*,*
57748,*,*,*
57750,24,*,*
57751,89,*,*
57752,20,*,*
57754,268,255,$929
57755,17,*,*
57756,15,*,*
57758,24,*,*
57759,20,*,*
57760,121,*,*
57761,102,*,*
57762,67,*,*
57763,*,*,*
57764,30,*,*
57766,16,*,*
57767,15,*,*
57769,302,*,*
57770,58,40,$729
57772,28,*,*
57773,21,*,*
57775,*,*,*
57779,41,*,*
57780,17,*,*
57782,*,*,*
57783,"1,444","1,400",$701
57785,617,597,$792
57787,56,*,*
57788,49,*,*
57790,82,*,*
57791,16,*,*
57792,13,*,*
57793,133,*,*
57794,15,*,*
57799,*,*,*
58001,*,*,*
58002,*,*,*
58004,31,18,$397
58005,44,*,*
58006,29,*,*
58007,26,14,$380
58008,41,*,*
58009,*,*,*
58011,22,*,*
58012,104,83,$371
58013,13,*,*
58015,19,*,*
58016,*,*,*
58017,36,*,*
58018,15,*,*
58021,25,*,*
58027,126,105,$445
58029,*,*,*
58030,29,*,*
58031,32,*,*
58032,83,*,*
58033,31,*,*
58035,16,*,*
58036,15,*,*
58038,*,*,*
58040,45,*,*
58041,103,*,*
58042,39,*,*
58043,27,*,*
58045,88,70,$424
58046,26,*,*
58047,217,168,$363
58048,23,*,*
58049,34,*,*
58051,57,*,*
58052,43,*,*
58053,173,*,*
58054,224,207,$403
58056,19,*,*
58057,29,*,*
58058,12,*,*
58059,80,67,$303
58060,142,130,$445
58061,26,*,*
58062,*,*,*
58063,20,*,*
58064,24,*,*
58067,46,*,*
58068,43,31,$572
58069,24,13,$416
58071,18,*,*
58072,342,306,$484
58075,355,322,$479
58077,34,*,*
58078,"1,226","1,010",$353
58079,62,50,$304
58081,74,59,$416
58102,"1,018",872,$382
58103,"1,612","1,394",$388
58104,"1,720","1,387",$361
58105,*,*,*
58106,*,*,*
58107,*,*,*
58201,"1,810","1,659",$440
58202,*,*,*
58203,813,765,$451
58204,*,*,*
58208,*,*,*
58210,32,*,*
58212,45,*,*
58214,19,*,*
58216,*,*,*
58218,26,*,*
58219,*,*,*
58220,126,*,*
58222,16,*,*
58223,*,*,*
58224,*,*,*
58225,28,*,*
58227,45,*,*
58228,40,*,*
58229,*,*,*
58230,45,34,$462
58231,33,*,*
58233,25,*,*
58235,23,*,*
58237,179,*,*
58238,*,*,*
58239,*,*,*
58240,57,*,*
58241,*,*,*
58243,29,17,$515
58244,*,*,*
58249,212,185,$389
58250,15,*,*
58251,119,*,*
58254,35,*,*
58256,41,*,*
58257,88,*,*
58258,18,*,*
58259,34,*,*
58260,21,*,*
58261,90,*,*
58262,*,*,*
58265,23,*,*
58266,22,*,*
58267,85,*,*
58269,19,*,*
58270,79,66,$464
58271,21,*,*
58272,*,*,*
58273,11,*,*
58274,61,49,$365
58275,30,*,*
58276,19,*,*
58277,12,*,*
58278,111,90,$413
58281,12,*,*
58282,60,*,*
58301,491,438,$448
58311,11,*,*
58313,*,*,*
58316,106,*,*
58317,27,*,*
58318,287,261,$475
58321,*,*,*
58323,*,*,*
58324,136,125,$471
58325,*,*,*
58327,24,*,*
58329,151,*,*
58330,60,*,*
58331,22,*,*
58332,57,*,*
58335,33,*,*
58338,14,*,*
58339,*,*,*
58341,191,180,$541
58343,15,*,*
58344,94,70,$473
58345,16,*,*
58346,28,*,*
58348,139,127,$406
58351,27,*,*
58352,75,*,*
58353,*,*,*
58355,*,*,*
58356,154,142,$392
58357,21,*,*
58361,12,*,*
58362,*,*,*
58363,*,*,*
58365,56,*,*
58366,63,*,*
58367,74,*,*
58368,397,368,$426
58369,41,*,*
58370,25,*,*
58372,*,*,*
58374,49,*,*
58377,34,21,$595
58380,30,*,*
58381,28,*,*
58382,*,*,*
58384,62,*,*
58385,31,*,*
58386,23,*,*
58401,836,764,$502
58402,*,*,*
58405,*,*,*
58413,132,*,*
58415,23,*,*
58416,42,31,$471
58418,63,*,*
58420,33,*,*
58421,224,201,$439
58422,15,*,*
58423,13,*,*
58424,48,*,*
58425,62,*,*
58426,27,*,*
58428,34,*,*
58429,30,*,*
58430,25,*,*
58431,14,*,*
58433,166,155,$386
58436,316,292,$424
58438,51,*,*
58439,63,*,*
58440,31,*,*
58441,41,29,$426
58442,77,*,*
58443,40,*,*
58444,11,*,*
58445,*,*,*
58448,14,*,*
58451,24,*,*
58452,*,*,*
58454,45,*,*
58455,23,*,*
58456,99,*,*
58458,147,128,$408
58460,51,*,*
58461,70,*,*
58463,65,*,*
58464,40,*,*
58466,59,*,*
58467,63,*,*
58472,35,*,*
58474,215,185,$510
58475,22,*,*
58476,20,*,*
58477,*,*,*
58478,16,*,*
58479,22,*,*
58480,28,*,*
58481,42,*,*
58482,83,71,$505
58483,41,*,*
58484,*,*,*
58486,31,*,*
58487,90,*,*
58488,30,*,*
58490,34,*,*
58492,35,*,*
58494,36,*,*
58495,141,*,*
58496,20,*,*
58497,28,*,*
58501,"1,214","1,072",$394
58503,"1,567","1,358",$384
58504,"1,246","1,123",$381
58506,*,*,*
58520,32,*,*
58521,34,*,*
58523,192,*,*
58524,*,*,*
58528,12,*,*
58529,47,*,*
58530,42,*,*
58531,24,*,*
58532,45,*,*
58533,84,*,*
58535,59,*,*
58538,31,*,*
58540,140,*,*
58541,30,*,*
58542,32,*,*
58544,42,*,*
58545,155,142,$559
58549,70,*,*
58552,197,172,$569
58554,"1,231","1,106",$399
58558,83,*,*
58559,12,*,*
58560,12,*,*
58561,188,177,$446
58562,38,*,*
58563,164,*,*
58564,14,*,*
58565,13,*,*
58566,33,*,*
58568,14,*,*
58569,37,*,*
58570,36,*,*
58571,32,*,*
58572,22,*,*
58573,90,*,*
58575,51,*,*
58576,58,*,*
58577,106,90,$411
58579,62,*,*
58580,23,*,*
58581,46,*,*
58601,"1,394","1,258",$471
58620,20,*,*
58621,82,*,*
58622,169,*,*
58623,233,219,$421
58625,21,*,*
58626,31,*,*
58627,*,*,*
58630,59,*,*
58631,102,*,*
58632,33,*,*
58634,60,*,*
58636,48,*,*
58638,101,*,*
58639,169,*,*
58640,184,148,$423
58641,*,*,*
58642,45,*,*
58643,19,*,*
58644,*,*,*
58645,28,*,*
58646,118,*,*
58647,104,*,*
58649,38,*,*
58650,58,*,*
58651,78,*,*
58652,89,*,*
58653,56,*,*
58654,29,*,*
58655,42,*,*
58656,37,*,*
58701,"1,271","1,158",$478
58702,*,*,*
58703,867,790,$422
58704,*,*,*
58707,*,*,*
58710,36,*,*
58711,31,*,*
58712,26,*,*
58713,*,*,*
58716,14,*,*
58718,93,*,*
58721,31,*,*
58722,71,*,*
58723,31,*,*
58725,21,*,*
58727,34,*,*
58730,113,*,*
58731,*,*,*
58733,26,*,*
58734,29,*,*
58735,36,*,*
58736,39,*,*
58737,*,*,*
58740,42,*,*
58741,43,*,*
58744,*,*,*
58746,103,91,$508
58748,20,*,*
58750,51,*,*
58752,14,*,*
58755,11,*,*
58756,25,*,*
58757,19,*,*
58758,34,*,*
58759,50,*,*
58760,13,*,*
58761,101,89,$459
58762,15,*,*
58763,67,*,*
58765,33,*,*
58768,15,*,*
58769,18,*,*
58770,41,*,*
58771,58,*,*
58772,*,*,*
58773,103,85,$479
58775,*,*,*
58776,31,*,*
58778,19,*,*
58779,53,*,*
58781,41,*,*
58782,56,*,*
58783,40,*,*
58784,163,150,$392
58785,63,*,*
58787,*,*,*
58788,140,*,*
58789,38,*,*
58790,78,*,*
58792,*,*,*
58793,57,*,*
58794,12,*,*
58795,29,*,*
58801,"1,125","1,025",$437
58802,*,*,*
58803,*,*,*
58830,24,*,*
58831,60,*,*
58833,*,*,*
58835,36,*,*
58838,22,*,*
58843,33,*,*
58844,16,*,*
58845,23,*,*
58847,35,*,*
58849,54,*,*
58852,115,95,$478
58853,34,*,*
58854,371,341,$356
58856,20,*,*
59001,115,101,$479
59002,16,*,*
59003,24,*,*
59006,51,*,*
59007,*,*,*
59008,27,*,*
59010,*,*,*
59011,405,373,$441
59012,*,*,*
59013,*,*,*
59014,121,110,$462
59015,43,*,*
59016,47,21,$425
59018,50,*,*
59019,176,*,*
59020,19,*,*
59022,31,*,*
59024,14,*,*
59025,*,*,*
59026,*,*,*
59027,67,*,*
59028,40,29,$547
59029,39,*,*
59030,115,104,$533
59031,*,*,*
59032,37,*,*
59033,16,*,*
59034,207,195,$548
59035,12,*,*
59036,84,*,*
59037,69,*,*
59038,62,*,*
59039,*,*,*
59041,122,102,$400
59043,132,54,$494
59044,475,417,$434
59046,45,*,*
59047,"1,283","1,106",$526
59050,46,*,*
59052,14,*,*
59053,24,*,*
59054,43,*,*
59055,12,*,*
59057,47,*,*
59058,*,*,*
59059,11,*,*
59061,28,*,*
59062,*,*,*
59063,92,78,$422
59064,22,*,*
59065,29,*,*
59066,28,*,*
59067,12,*,*
59068,488,414,$443
59069,50,*,*
59070,158,144,$414
59071,13,*,*
59072,234,208,$441
59074,39,*,*
59075,18,*,*
59076,*,*,*
59077,31,*,*
59078,24,*,*
59079,191,170,$418
59081,*,*,*
59082,*,*,*
59084,*,*,*
59085,14,*,*
59086,100,87,$563
59087,43,*,*
59088,49,*,*
59089,*,*,*
59101,"1,853","1,626",$435
59102,"2,124","1,818",$413
59103,*,*,*
59104,*,*,*
59105,"1,295","1,140",$392
59106,"1,180",946,$350
59107,*,*,*
59116,*,*,*
59201,205,*,*
59211,18,*,*
59212,35,*,*
59213,42,*,*
59214,21,*,*
59215,94,*,*
59217,*,*,*
59218,53,*,*
59219,19,*,*
59221,84,*,*
59222,29,*,*
59223,17,*,*
59225,32,*,*
59226,31,*,*
59230,249,223,$547
59231,*,*,*
59240,*,*,*
59241,41,*,*
59242,22,*,*
59243,39,*,*
59244,18,*,*
59247,31,*,*
59248,53,*,*
59250,18,*,*
59252,28,*,*
59253,21,*,*
59254,186,175,$498
59255,115,*,*
59256,*,*,*
59257,*,*,*
59258,*,*,*
59259,31,*,*
59260,17,*,*
59261,27,*,*
59262,64,*,*
59263,51,*,*
59270,377,338,$577
59273,*,*,*
59274,14,*,*
59275,38,*,*
59276,*,*,*
59301,584,536,$513
59311,22,*,*
59312,*,*,*
59313,111,*,*
59314,*,*,*
59315,29,*,*
59316,*,*,*
59317,115,*,*
59318,26,*,*
59319,*,*,*
59322,19,*,*
59323,43,*,*
59324,74,*,*
59326,19,*,*
59327,116,100,$676
59330,489,470,$553
59332,19,*,*
59333,*,*,*
59336,51,*,*
59337,80,66,$587
59338,*,*,*
59339,27,*,*
59343,29,*,*
59344,28,*,*
59345,12,*,*
59347,25,*,*
59349,58,*,*
59351,47,*,*
59353,78,65,$531
59401,506,477,$578
59403,*,*,*
59404,981,896,$565
59405,"1,149","1,046",$560
59406,*,*,*
59410,67,*,*
59411,13,*,*
59412,119,*,*
59414,48,*,*
59416,23,*,*
59417,142,*,*
59418,27,*,*
59419,16,*,*
59420,20,*,*
59421,120,108,$677
59422,186,174,$630
59424,12,*,*
59425,190,*,*
59427,270,256,$557
59430,32,*,*
59432,12,*,*
59433,42,*,*
59434,23,*,*
59435,*,*,*
59436,137,*,*
59440,33,*,*
59442,122,*,*
59443,24,*,*
59444,26,*,*
59446,35,*,*
59447,43,*,*
59448,20,*,*
59450,36,*,*
59451,37,*,*
59452,80,*,*
59453,29,17,$568
59454,11,*,*
59456,19,*,*
59457,462,399,$584
59460,22,*,*
59461,*,*,*
59462,18,*,*
59463,14,*,*
59464,38,*,*
59465,*,*,*
59466,*,*,*
59467,12,*,*
59468,61,*,*
59469,16,*,*
59471,38,*,*
59472,24,*,*
59474,114,*,*
59477,19,*,*
59479,47,*,*
59480,20,*,*
59482,19,*,*
59483,33,*,*
59484,*,*,*
59485,51,*,*
59486,66,*,*
59487,47,*,*
59489,77,*,*
59501,535,477,$567
59520,77,*,*
59521,211,108,$523
59522,106,95,$614
59523,128,115,$545
59524,22,*,*
59525,20,*,*
59526,70,*,*
59527,26,*,*
59528,17,*,*
59529,17,*,*
59530,14,*,*
59531,31,*,*
59532,18,*,*
59535,*,*,*
59537,11,*,*
59538,199,185,$628
59540,48,*,*
59542,35,*,*
59544,11,*,*
59545,*,*,*
59546,*,*,*
59547,*,*,*
59601,"1,463","1,216",$534
59602,"1,240","1,114",$561
59604,*,*,*
59624,*,*,*
59625,*,*,*
59631,*,*,*
59632,80,*,*
59633,14,*,*
59634,266,234,$550
59635,307,280,$587
59638,53,*,*
59639,79,*,*
59640,*,*,*
59642,*,*,*
59643,43,*,*
59644,256,237,$603
59645,106,*,*
59647,25,*,*
59648,37,*,*
59701,"1,531","1,431",$573
59702,*,*,*
59710,32,*,*
59711,431,395,$656
59713,18,*,*
59714,"1,686","1,479",$430
59715,"3,055","2,486",$444
59716,400,332,$427
59717,*,*,*
59718,"3,773","3,108",$416
59719,*,*,*
59720,50,*,*
59721,39,*,*
59722,192,178,$597
59724,19,*,*
59725,588,545,$544
59727,14,*,*
59728,26,*,*
59729,354,323,$487
59730,253,226,$507
59731,12,*,*
59732,*,*,*
59733,*,*,*
59735,25,*,*
59736,*,*,*
59739,44,*,*
59740,57,*,*
59741,425,372,$479
59743,15,*,*
59745,*,*,*
59746,19,*,*
59747,14,*,*
59748,22,*,*
59749,158,*,*
59750,17,*,*
59751,*,*,*
59752,450,403,$470
59754,95,*,*
59755,22,*,*
59758,213,184,$538
59759,239,217,$619
59760,24,*,*
59761,29,*,*
59762,22,*,*
59771,*,*,*
59801,"2,182","1,856",$453
59802,"1,548","1,293",$448
59803,"1,119",928,$441
59804,550,437,$490
59806,*,*,*
59807,*,*,*
59808,"1,260","1,052",$473
59820,71,*,*
59821,92,*,*
59823,147,134,$529
59824,83,*,*
59825,115,103,$587
59826,77,66,$602
59827,16,*,*
59828,514,453,$531
59829,171,155,$638
59830,12,*,*
59831,16,*,*
59832,63,*,*
59833,445,387,$578
59834,142,128,$509
59835,*,*,*
59837,57,*,*
59840,"1,078",959,$558
59841,43,*,*
59842,19,*,*
59843,42,*,*
59844,46,*,*
59845,59,*,*
59846,102,75,$530
59847,357,310,$482
59848,*,*,*
59851,*,*,*
59853,46,33,$747
59854,26,*,*
59855,14,*,*
59856,15,*,*
59858,168,152,$528
59859,227,*,*
59860,579,515,$552
59863,*,*,*
59864,303,282,$498
59865,113,*,*
59866,58,*,*
59868,187,162,$598
59870,805,722,$561
59871,28,*,*
59872,143,*,*
59873,218,193,$608
59874,105,*,*
59875,256,228,$644
59901,"4,233","3,732",$472
59903,*,*,*
59904,13,*,*
59910,44,*,*
59911,858,758,$523
59912,"1,197","1,095",$497
59913,69,*,*
59914,25,*,*
59915,21,*,*
59916,17,*,*
59917,255,232,$675
59918,35,*,*
59919,35,*,*
59920,125,114,$520
59922,297,273,$541
59923,402,378,$606
59925,112,*,*
59926,46,34,$598
59927,24,*,*
59928,*,*,*
59929,24,*,*
59930,59,*,*
59931,25,*,*
59932,136,*,*
59933,*,*,*
59934,49,*,*
59935,160,*,*
59936,17,*,*
59937,"1,756","1,446",$450
60001,*,*,*
60002,744,653,$455
60004,"1,983","1,731",$440
60005,"1,244","1,090",$440
60006,*,*,*
60007,"1,312","1,195",$481
60008,"1,075","1,001",$446
60010,"1,944","1,496",$426
60012,404,336,$440
60013,"1,048",910,$435
60014,"1,948","1,666",$437
60015,"1,069",877,$441
60016,"2,961","2,715",$460
60017,*,*,*
60018,"1,086",998,$476
60019,*,*,*
60020,384,338,$494
60021,194,168,$459
60022,231,133,$412
60025,"1,706","1,441",$464
60026,493,412,$469
60029,*,*,*
60030,"1,060",891,$458
60031,"1,217","1,043",$470
60033,360,322,$511
60034,93,*,*
60035,"1,023",757,$437
60037,*,*,*
60039,*,*,*
60040,151,126,$529
60041,326,289,$466
60042,340,302,$462
60043,83,35,$459
60044,310,259,$436
60045,636,436,$410
60046,979,852,$472
60047,"1,818","1,546",$455
60048,843,645,$421
60050,"1,047",908,$467
60051,818,715,$472
60053,"1,043",877,$486
60056,"2,371","2,140",$451
60060,"1,331","1,176",$477
60061,"1,280","1,141",$464
60062,"1,737","1,374",$467
60064,314,298,$480
60065,*,*,*
60067,"1,585","1,350",$436
60068,"1,356","1,083",$448
60069,325,277,$484
60070,654,597,$460
60071,159,145,$486
60072,47,*,*
60073,"1,775","1,629",$468
60074,"1,657","1,520",$471
60075,*,*,*
60076,"1,275","1,104",$470
60077,"1,146",979,$480
60079,*,*,*
60081,349,321,$435
60083,298,271,$445
60084,561,470,$472
60085,"1,828","1,748",$493
60086,*,*,*
60087,686,639,$480
60088,27,*,*
60089,"2,222","1,998",$485
60090,"2,062","1,938",$478
60091,917,673,$422
60093,547,324,$419
60096,145,112,$497
60097,400,363,$473
60098,"1,082",948,$443
60099,693,651,$484
60101,"1,388","1,268",$495
60102,"1,442","1,279",$450
60103,"2,004","1,804",$463
60104,378,355,$508
60105,*,*,*
60106,600,555,$509
60107,"1,572","1,438",$469
60108,"1,069",963,$453
60109,26,*,*
60110,"1,205","1,137",$493
60111,18,*,*
60112,172,*,*
60113,22,*,*
60115,"1,268","1,181",$627
60116,*,*,*
60118,791,716,$461
60119,341,284,$432
60120,"1,913","1,815",$455
60121,*,*,*
60123,"1,674","1,573",$476
60124,907,765,$459
60126,"1,307","1,043",$452
60129,*,*,*
60130,420,351,$448
60131,597,562,$500
60133,"1,782","1,714",$463
60134,960,765,$445
60135,269,255,$687
60136,283,241,$436
60137,"1,174",930,$449
60138,*,*,*
60139,"1,588","1,523",$482
60140,726,651,$433
60141,*,*,*
60142,825,735,$441
60143,433,371,$465
60144,*,*,*
60145,102,*,*
60146,87,*,*
60147,*,*,*
60148,"2,001","1,744",$454
60150,55,*,*
60151,178,159,$479
60152,368,335,$469
60153,516,490,$460
60154,467,419,$492
60155,196,*,*
60156,"1,176","1,064",$452
60157,92,*,*
60159,*,*,*
60160,851,824,$433
60161,*,*,*
60162,195,181,$472
60163,142,126,$510
60164,664,629,$497
60165,143,*,*
60169,"1,865","1,753",$450
60171,563,542,$477
60172,"1,061",932,$485
60173,956,874,$402
60174,"1,018",856,$464
60175,929,737,$410
60176,518,500,$487
60177,817,725,$462
60178,831,786,$652
60180,62,*,*
60181,"1,091",965,$489
60183,*,*,*
60184,133,117,$479
60185,"1,079",968,$478
60186,*,*,*
60187,917,768,$430
60188,"2,023","1,861",$471
60189,926,741,$464
60190,343,280,$459
60191,623,578,$534
60192,651,567,$483
60193,"2,193","2,017",$433
60194,"1,349","1,268",$433
60195,805,786,$407
60196,*,*,*
60199,*,*,*
60201,"1,204",873,$421
60202,"1,335","1,062",$427
60203,142,108,$413
60204,*,*,*
60208,*,*,*
60290,*,*,*
60301,124,92,$364
60302,"1,037",807,$412
60303,*,*,*
60304,427,329,$409
60305,269,202,$452
60401,201,171,$458
60402,"1,545","1,381",$470
60403,530,491,$437
60404,528,460,$413
60406,547,518,$482
60407,29,*,*
60408,111,*,*
60409,723,682,$498
60410,284,249,$450
60411,"1,179","1,128",$473
60415,341,322,$473
60416,169,134,$555
60417,333,289,$478
60418,264,231,$459
60419,412,393,$496
60420,134,*,*
60421,79,*,*
60422,241,191,$412
60423,890,717,$429
60424,52,*,*
60425,151,131,$443
60426,611,592,$488
60428,252,239,$488
60429,279,258,$473
60430,415,349,$436
60431,739,664,$450
60432,591,572,$446
60433,459,441,$447
60434,*,*,*
60435,"1,274","1,176",$443
60436,437,413,$445
60437,*,*,*
60438,652,601,$480
60439,961,808,$451
60440,"1,808","1,665",$445
60441,921,826,$436
60442,272,224,$386
60443,427,388,$480
60444,40,*,*
60445,334,306,$475
60446,"1,275","1,183",$441
60447,322,292,$470
60448,691,592,$436
60449,258,206,$451
60450,522,450,$475
60451,790,695,$411
60452,630,547,$474
60453,"1,482","1,323",$467
60455,521,474,$466
60456,94,*,*
60457,475,441,$477
60458,431,394,$454
60459,836,786,$500
60460,56,*,*
60461,107,96,$471
60462,"1,282","1,104",$453
60463,424,369,$436
60464,393,317,$428
60465,734,680,$487
60466,444,408,$483
60467,920,751,$448
60468,184,156,$461
60469,123,*,*
60470,16,*,*
60471,230,210,$473
60472,124,*,*
60473,428,391,$466
60474,*,*,*
60475,182,168,$486
60476,50,*,*
60477,941,823,$476
60478,306,286,$483
60479,15,*,*
60480,204,161,$438
60481,283,255,$485
60482,320,287,$466
60484,142,*,*
60487,647,548,$467
60490,902,789,$448
60491,842,712,$439
60501,296,277,$491
60502,730,642,$472
60503,717,649,$428
60504,"1,534","1,373",$458
60505,"1,302","1,258",$492
60506,"1,446","1,316",$470
60510,846,709,$416
60511,48,37,$423
60512,42,*,*
60513,468,390,$410
60514,402,307,$437
60515,959,772,$452
60516,"1,031",901,$504
60517,"1,395","1,237",$466
60518,107,*,*
60519,*,*,*
60520,130,*,*
60521,618,405,$401
60522,*,*,*
60523,468,340,$456
60525,913,778,$428
60526,322,273,$421
60527,"1,464","1,239",$485
60530,23,*,*
60531,75,*,*
60532,"1,045",864,$479
60534,318,291,$467
60536,*,*,*
60537,*,*,*
60538,745,689,$479
60540,"1,599","1,290",$455
60541,121,103,$446
60542,595,529,$487
60543,"1,340","1,194",$439
60544,932,852,$408
60545,380,343,$482
60546,456,367,$446
60548,388,372,$779
60549,15,*,*
60550,39,*,*
60551,127,*,*
60552,156,*,*
60553,17,*,*
60554,329,284,$431
60555,514,430,$482
60556,84,*,*
60557,*,*,*
60558,334,191,$410
60559,972,845,$475
60560,928,813,$442
60561,990,862,$490
60563,"1,480","1,220",$467
60564,"2,058","1,688",$429
60565,"1,521","1,295",$444
60567,*,*,*
60569,*,*,*
60585,"1,317","1,159",$404
60586,"1,349","1,209",$421
60599,*,*,*
60601,516,325,$414
60602,49,36,$490
60603,47,32,$330
60604,124,*,*
60605,989,672,$399
60606,114,73,$401
60607,"1,017",720,$381
60608,"3,308","3,030",$449
60609,"2,039","1,935",$453
60610,"1,180",782,$413
60611,"1,240",804,$405
60612,"1,083",965,$405
60613,"2,391","1,760",$368
60614,"2,042","1,338",$379
60615,909,771,$414
60616,"4,049","3,827",$506
60617,"1,490","1,402",$469
60618,"3,567","2,939",$394
60619,"1,340","1,273",$496
60620,"1,386","1,345",$492
60621,775,757,$450
60622,"2,231","1,645",$375
60623,"1,748","1,695",$446
60624,829,795,$460
60625,"3,420","2,887",$404
60626,"2,265","1,935",$405
60628,"1,301","1,245",$491
60629,"2,232","2,142",$465
60630,"2,133","1,918",$468
60631,689,597,$454
60632,"2,525","2,429",$484
60633,249,231,$502
60634,"2,751","2,561",$496
60636,889,871,$444
60637,"1,059",967,$433
60638,"1,090",989,$484
60639,"2,276","2,186",$452
60640,"3,346","2,685",$382
60641,"2,436","2,186",$444
60642,832,599,$373
60643,951,789,$479
60644,996,952,$478
60645,"1,866","1,648",$429
60646,919,788,$455
60647,"3,639","2,784",$358
60649,"1,116","1,063",$470
60651,"1,581","1,495",$432
60652,672,622,$505
60653,607,548,$430
60654,668,370,$419
60655,315,268,$447
60656,"1,439","1,353",$454
60657,"2,424","1,610",$367
60659,"1,703","1,551",$446
60660,"2,349","2,001",$406
60661,265,142,$368
60664,*,*,*
60666,*,*,*
60668,*,*,*
60670,*,*,*
60673,*,*,*
60674,*,*,*
60677,*,*,*
60678,*,*,*
60680,*,*,*
60685,*,*,*
60690,*,*,*
60691,*,*,*
60694,*,*,*
60701,*,*,*
60706,"1,315","1,229",$483
60707,"1,658","1,548",$473
60712,684,574,$434
60714,"1,209","1,097",$487
60803,460,428,$462
60804,"1,670","1,598",$467
60805,368,316,$477
60827,494,477,$480
60901,637,594,$514
60910,11,*,*
60911,45,*,*
60912,*,*,*
60913,30,*,*
60914,636,545,$477
60915,199,*,*
60917,*,*,*
60918,35,*,*
60919,14,*,*
60921,53,*,*
60922,75,*,*
60924,108,*,*
60926,*,*,*
60927,55,*,*
60928,33,*,*
60929,25,*,*
60930,49,*,*
60931,16,*,*
60932,*,*,*
60933,*,*,*
60934,20,*,*
60935,*,*,*
60936,159,*,*
60938,65,*,*
60939,*,*,*
60940,64,51,$513
60941,34,*,*
60942,134,*,*
60945,*,*,*
60946,17,*,*
60948,71,*,*
60949,14,*,*
60950,239,215,$528
60951,24,*,*
60952,19,*,*
60953,72,*,*
60954,122,108,$545
60955,77,*,*
60956,*,*,*
60957,171,*,*
60958,38,*,*
60959,23,*,*
60960,30,*,*
60961,19,*,*
60962,16,*,*
60963,40,*,*
60964,122,111,$512
60966,37,*,*
60967,*,*,*
60968,*,*,*
60969,*,*,*
60970,162,*,*
60973,14,*,*
60974,*,*,*
61001,63,*,*
61006,47,*,*
61007,22,*,*
61008,855,792,$714
61010,215,192,$704
61011,140,124,$616
61012,66,*,*
61013,24,*,*
61014,63,*,*
61015,36,*,*
61016,146,128,$705
61018,57,46,$776
61019,173,*,*
61020,69,*,*
61021,548,503,$864
61024,77,*,*
61025,148,*,*
61027,*,*,*
61028,136,117,$783
61030,95,*,*
61031,31,*,*
61032,892,850,$841
61036,333,307,$861
61037,*,*,*
61038,46,*,*
61039,38,*,*
61041,44,*,*
61042,18,*,*
61043,*,*,*
61044,19,*,*
61046,126,*,*
61047,73,*,*
61048,234,*,*
61049,*,*,*
61050,15,*,*
61051,73,*,*
61052,62,*,*
61053,122,109,$835
61054,115,*,*
61057,*,*,*
61059,*,*,*
61060,56,*,*
61061,227,205,$722
61062,113,*,*
61063,119,*,*
61064,123,*,*
61065,305,*,*
61067,33,*,*
61068,345,318,$795
61070,35,*,*
61071,334,323,$868
61072,369,339,$696
61073,606,546,$687
61074,140,*,*
61075,86,*,*
61078,59,*,*
61080,333,306,$686
61081,514,498,$823
61084,84,*,*
61085,171,155,$824
61087,76,*,*
61088,198,186,$599
61089,33,*,*
61091,*,*,*
61101,360,346,$707
61102,331,304,$746
61103,531,508,$708
61104,293,*,*
61105,*,*,*
61106,*,*,*
61107,905,854,$648
