zip,Cnsmr,APTC_Cnsmr,APTC_Cnsmr_Avg_APTC
75689,*,*,*
75691,465,*,*
75692,457,438,$574
75693,670,651,$481
75694,*,*,*
75701,"3,820","3,659",$567
75702,"3,630","3,582",$614
75703,"4,326","4,022",$542
75704,"1,262","1,225",$592
75705,330,*,*
75706,"1,351","1,311",$613
75707,"1,573","1,487",$580
75708,"1,037","1,015",$599
75709,702,678,$575
75710,*,*,*
75711,13,*,*
75712,11,*,*
75713,*,*,*
75750,367,344,$597
75751,"2,063","2,004",$624
75752,803,773,$638
75754,720,706,$600
75755,"2,300","2,288",$556
75756,494,477,$612
75757,"1,410","1,316",$557
75758,"1,093","1,058",$646
75759,28,*,*
75760,311,*,*
75762,"1,338","1,222",$575
75763,938,920,$637
75764,*,*,*
75765,"1,177","1,145",$627
75766,"2,980","2,910",$612
75770,342,*,*
75771,"2,039","1,953",$554
75772,*,*,*
75773,"1,481","1,426",$626
75778,454,*,*
75779,*,*,*
75780,34,*,*
75782,14,*,*
75783,853,818,$652
75784,89,*,*
75785,899,873,$598
75788,*,*,*
75789,"1,045","1,015",$569
75790,411,400,$607
75791,"1,426","1,365",$546
75792,531,505,$647
75797,*,*,*
75798,*,*,*
75801,"2,146","2,093",$601
75802,18,*,*
75803,"1,803","1,761",$618
75831,478,*,*
75832,*,*,*
75833,345,*,*
75834,29,*,*
75835,"1,871","1,835",$598
75838,50,*,*
75839,474,459,$651
75840,762,746,$584
75844,555,539,$613
75845,325,*,*
75846,242,*,*
75847,158,*,*
75848,*,*,*
75849,*,*,*
75850,48,*,*
75851,208,*,*
75852,186,*,*
75853,83,*,*
75855,241,*,*
75856,29,*,*
75858,11,*,*
75859,218,207,$643
75860,443,*,*
75861,126,*,*
75862,"1,635","1,604",$624
75865,*,*,*
75880,*,*,*
75886,*,*,*
75901,"4,279","4,200",$583
75902,18,*,*
75903,17,*,*
75904,"4,350","4,258",$580
75915,*,*,*
75925,475,460,$572
75926,108,*,*
75928,161,*,*
75929,156,*,*
75930,248,*,*
75931,253,242,$643
75932,162,*,*
75933,135,*,*
75934,108,*,*
75935,"1,730","1,676",$589
75936,74,*,*
75937,113,*,*
75938,325,*,*
75939,653,641,$619
75941,795,*,*
75942,18,*,*
75943,112,*,*
75944,130,*,*
75946,427,*,*
75948,645,627,$618
75949,914,899,$580
75951,"1,815","1,772",$592
75954,375,363,$579
75956,768,748,$602
75958,*,*,*
75959,117,*,*
75960,166,*,*
75961,"1,729","1,669",$551
75962,*,*,*
75963,13,*,*
75964,"2,036","1,981",$578
75965,"1,453","1,401",$524
75966,487,474,$623
75968,213,*,*
75969,493,479,$605
75972,910,*,*
75973,286,*,*
75974,332,*,*
75975,531,*,*
75976,73,*,*
75977,84,*,*
75978,*,*,*
75979,949,917,$607
75980,322,*,*
75990,*,*,*
76001,"4,163","4,036",$554
76002,"4,930","4,828",$550
76003,13,*,*
76004,12,*,*
76005,789,726,$544
76006,"3,758","3,662",$500
76007,*,*,*
76008,"1,285","1,139",$498
76009,"2,602","2,529",$584
76010,"8,904","8,795",$520
76011,"4,253","4,179",$510
76012,"2,673","2,569",$551
76013,"3,841","3,696",$502
76014,"5,537","5,481",$551
76015,"2,119","2,060",$540
76016,"2,506","2,329",$540
76017,"4,771","4,603",$545
76018,"3,714","3,642",$558
76019,24,*,*
76020,"2,962","2,856",$572
76021,"3,041","2,902",$517
76022,"1,595","1,552",$518
76023,709,673,$590
76028,"5,540","5,242",$542
76031,"1,987","1,934",$580
76033,"2,556","2,480",$568
76034,"1,221","1,015",$533
76035,272,*,*
76036,"3,169","3,051",$533
76039,"4,639","4,485",$533
76040,"5,059","4,940",$524
76041,29,*,*
76043,649,635,$612
76044,612,571,$524
76048,"3,262","3,171",$628
76049,"2,871","2,735",$621
76050,652,629,$552
76051,"3,780","3,510",$514
76052,"2,284","2,165",$513
76053,"3,556","3,476",$533
76054,739,701,$520
76055,275,*,*
76058,"2,002","1,948",$579
76059,523,511,$583
76060,899,857,$563
76061,61,*,*
76063,"7,168","6,747",$520
76064,140,117,$501
76065,"2,812","2,575",$458
76066,359,335,$559
76067,"2,655","2,577",$641
76068,*,*,*
76070,46,*,*
76071,456,445,$592
76073,614,590,$565
76077,49,*,*
76078,852,824,$582
76082,"2,108","2,027",$589
76084,"1,247","1,214",$547
76085,"1,126","1,087",$589
76086,"1,843","1,752",$550
76087,"2,784","2,594",$573
76088,"1,344","1,260",$560
76092,"1,593","1,262",$536
76093,285,272,$563
76094,*,*,*
76095,*,*,*
76096,23,*,*
76097,*,*,*
76098,*,*,*
76099,*,*,*
76101,29,*,*
76102,"1,505","1,432",$571
76103,"2,024","1,974",$565
76104,"3,137","3,052",$551
76105,"3,390","3,355",$570
76106,"3,641","3,590",$576
76107,"3,205","3,011",$555
76108,"4,225","4,060",$545
76109,"1,319","1,162",$501
76110,"2,768","2,664",$573
76111,"2,628","2,568",$571
76112,"6,010","5,887",$547
76113,31,*,*
76114,"2,520","2,438",$562
76115,"2,386","2,349",$561
76116,"6,365","6,202",$520
76117,"3,947","3,883",$546
76118,"1,813","1,754",$545
76119,"6,454","6,359",$563
76120,"2,556","2,486",$529
76121,*,*,*
76122,*,*,*
76123,"4,174","4,029",$522
76124,*,*,*
76126,"1,648","1,490",$533
76127,*,*,*
76129,*,*,*
76130,*,*,*
76131,"4,967","4,806",$511
76132,"2,654","2,525",$509
76133,"5,197","5,047",$544
76134,"3,014","2,962",$551
76135,"1,990","1,921",$555
76136,*,*,*
76137,"6,143","5,985",$528
76140,"3,474","3,404",$556
76147,*,*,*
76148,"1,936","1,879",$555
76150,*,*,*
76155,859,847,$489
76161,20,*,*
76162,*,*,*
76163,22,*,*
76164,"1,462","1,415",$605
76166,*,*,*
76177,"2,047","1,961",$513
76179,"5,129","4,881",$518
76180,"3,675","3,566",$522
76181,*,*,*
76182,"1,803","1,682",$546
76185,*,*,*
76196,*,*,*
76199,*,*,*
76201,"2,303","2,205",$486
76202,24,*,*
76203,15,*,*
76204,*,*,*
76205,"1,814","1,742",$528
76206,16,*,*
76207,"1,557","1,471",$525
76208,"2,340","2,249",$549
76209,"2,999","2,894",$526
76210,"3,243","3,070",$527
76225,297,286,$602
76226,"1,882","1,656",$524
76227,"6,031","5,737",$510
76228,83,*,*
76230,"1,086","1,053",$707
76233,359,343,$637
76234,"1,571","1,506",$591
76238,59,*,*
76239,107,92,$710
76240,"2,839","2,736",$652
76241,*,*,*
76244,"5,668","5,384",$507
76245,242,*,*
76246,12,*,*
76247,"1,926","1,853",$517
76248,"2,219","1,966",$509
76249,705,672,$511
76250,50,*,*
76251,84,*,*
76252,243,231,$629
76253,37,*,*
76255,560,536,$675
76258,836,788,$548
76259,497,476,$535
76261,32,*,*
76262,"2,402","2,177",$508
76263,27,*,*
76264,132,*,*
76265,130,*,*
76266,"1,303","1,234",$557
76267,*,*,*
76268,16,*,*
76270,208,*,*
76271,175,*,*
76272,549,538,$664
76273,"1,058","1,018",$653
76301,"3,146","3,092",$807
76302,"1,442","1,419",$738
76305,483,*,*
76306,"2,987","2,948",$754
76307,12,*,*
76308,"2,018","1,965",$709
76309,"1,680","1,647",$791
76310,"1,680","1,639",$735
76311,23,*,*
76351,153,*,*
76354,869,844,$760
76357,41,*,*
76360,276,*,*
76363,22,*,*
76364,11,*,*
76365,"2,010","1,998",$804
76366,208,*,*
76367,743,714,$760
76369,*,*,*
76370,31,*,*
76371,182,*,*
76372,111,*,*
76373,21,*,*
76374,494,474,$669
76377,69,*,*
76379,59,*,*
76380,363,352,$777
76384,"1,053",*,*
76385,*,*,*
76388,29,*,*
76389,176,*,*
76401,"3,168","3,058",$577
76402,*,*,*
76424,929,900,$670
76426,"1,081","1,060",$608
76427,90,*,*
76429,25,*,*
76430,218,*,*
76431,493,480,$599
76432,101,*,*
76433,190,*,*
76435,66,*,*
76436,34,*,*
76437,561,*,*
76439,*,*,*
76442,775,760,$734
76443,161,*,*
76444,422,*,*
76445,43,*,*
76446,"1,266","1,244",$641
76448,590,*,*
76449,328,310,$632
76450,"1,565","1,490",$632
76452,*,*,*
76453,114,*,*
76454,151,*,*
76455,114,*,*
76457,414,386,$611
76458,603,570,$635
76459,19,*,*
76460,55,*,*
76461,*,*,*
76462,356,343,$655
76463,84,*,*
76464,57,*,*
76465,*,*,*
76466,*,*,*
76467,*,*,*
76468,*,*,*
76469,*,*,*
76470,393,*,*
76471,209,*,*
76472,201,*,*
76474,37,*,*
76475,108,*,*
76476,327,310,$560
76481,29,*,*
76483,85,*,*
76484,128,*,*
76485,*,*,*
76486,108,*,*
76487,387,365,$566
76490,18,*,*
76491,42,*,*
76501,"1,707","1,663",$614
76502,"3,330","3,138",$561
76503,17,*,*
76504,"2,357","2,278",$590
76505,*,*,*
76508,*,*,*
76511,183,*,*
76513,"2,784","2,618",$588
76518,97,*,*
76519,47,*,*
76520,794,769,$566
76522,"2,962","2,862",$547
76523,*,*,*
76524,196,182,$584
76525,76,*,*
76526,*,*,*
76527,556,539,$532
76528,"1,370","1,314",$561
76530,184,*,*
76531,394,379,$643
76533,*,*,*
76534,188,*,*
76537,"1,695","1,625",$492
76538,79,*,*
76539,543,516,$602
76540,16,*,*
76541,"2,962","2,920",$579
76542,"3,807","3,680",$560
76543,"2,914","2,842",$569
76544,216,*,*
76547,*,*,*
76548,"2,384","2,280",$554
76549,"4,415","4,283",$552
76550,"1,216","1,159",$586
76554,135,*,*
76556,142,*,*
76557,384,361,$585
76558,*,*,*
76559,466,442,$571
76561,61,*,*
76564,*,*,*
76565,12,*,*
76566,20,*,*
76567,986,964,$588
76569,207,*,*
76570,188,*,*
76571,590,533,$572
76573,*,*,*
76574,"1,670","1,600",$547
76577,237,218,$582
76578,164,*,*
76579,364,348,$590
76597,*,*,*
76621,70,*,*
76622,95,*,*
76623,22,*,*
76624,183,*,*
76626,131,*,*
76627,150,*,*
76628,*,*,*
76629,169,*,*
76630,112,*,*
76631,35,*,*
76632,136,*,*
76633,416,367,$535
76634,544,520,$642
76635,123,*,*
76636,137,*,*
76637,41,*,*
76638,158,144,$507
76639,157,*,*
76640,238,*,*
76641,172,*,*
76642,565,546,$634
76643,957,903,$531
76644,*,*,*
76645,"1,045","1,026",$605
76648,252,*,*
76649,98,*,*
76650,*,*,*
76651,313,*,*
76652,95,*,*
76653,107,*,*
76654,*,*,*
76655,796,740,$542
76656,186,*,*
76657,630,567,$529
76660,58,*,*
76661,706,692,$618
76664,283,*,*
76665,218,*,*
76666,35,*,*
76667,962,937,$612
76670,170,*,*
76671,149,138,$704
76673,92,*,*
76676,34,*,*
76678,14,*,*
76679,142,130,$570
76680,27,*,*
76681,66,*,*
76682,202,*,*
76684,*,*,*
76685,*,*,*
76686,16,*,*
76687,118,*,*
76689,308,286,$544
76690,158,*,*
76691,381,349,$557
76692,"1,122","1,087",$657
76693,176,*,*
76701,160,*,*
76702,*,*,*
76703,*,*,*
76704,"1,014",*,*
76705,"2,660","2,594",$574
76706,"2,507","2,399",$541
76707,"1,476","1,444",$564
76708,"2,146","2,080",$553
76710,"1,949","1,860",$538
76711,719,699,$589
76712,"1,717","1,572",$515
76714,*,*,*
76715,*,*,*
76798,*,*,*
76801,"2,335","2,293",$764
76802,"1,172","1,154",$645
76803,*,*,*
76804,*,*,*
76820,*,*,*
76821,460,449,$786
76823,213,*,*
76824,*,*,*
76825,646,628,$706
76827,22,*,*
76828,27,*,*
76831,*,*,*
76832,66,*,*
76834,660,638,$742
76836,*,*,*
76837,146,*,*
76841,*,*,*
76842,26,*,*
76844,250,236,$639
76845,24,*,*
76848,*,*,*
76849,745,*,*
76852,*,*,*
76853,220,*,*
76854,49,*,*
76856,495,474,$786
76857,182,*,*
76858,30,*,*
76859,200,*,*
76861,219,*,*
76862,11,*,*
76864,55,*,*
76865,13,*,*
76866,89,*,*
76869,18,*,*
76870,17,*,*
76871,61,*,*
76872,73,*,*
76873,*,*,*
76874,*,*,*
76875,62,*,*
76877,490,476,$599
76878,184,*,*
76880,*,*,*
76882,18,*,*
76884,22,*,*
76885,*,*,*
76887,*,*,*
76888,17,*,*
76890,87,*,*
76901,"3,343","3,288",$737
76902,32,*,*
76903,"4,132","4,075",$791
76904,"2,443","2,326",$692
76905,"1,214","1,180",$720
76906,12,*,*
76908,*,*,*
76909,14,*,*
76930,29,*,*
76932,372,*,*
76933,89,*,*
76934,111,*,*
76935,185,*,*
76936,182,*,*
76937,*,*,*
76939,*,*,*
76940,14,*,*
76941,85,*,*
76943,489,*,*
76945,107,*,*
76949,*,*,*
76950,381,*,*
76951,143,*,*
76953,*,*,*
76955,15,*,*
76957,14,*,*
76958,20,*,*
77001,124,*,*
77002,"2,182","2,011",$496
77003,"1,375","1,269",$524
77004,"5,003","4,768",$494
77005,"1,025",730,$487
77006,"2,078","1,737",$453
77007,"3,482","2,876",$465
77008,"2,807","2,325",$464
77009,"4,197","3,933",$521
77010,59,45,$459
77011,"2,221","2,189",$538
77012,"2,435","2,400",$523
77013,"2,967","2,940",$483
77014,"6,551","6,455",$480
77015,"7,761","7,656",$505
77016,"5,856","5,788",$522
77017,"4,521","4,468",$533
77018,"2,370","2,144",$501
77019,"1,951","1,596",$455
77020,"4,096","4,024",$522
77021,"5,171","5,064",$504
77022,"4,381","4,309",$544
77023,"3,355","3,232",$516
77024,"3,248","2,802",$478
77025,"2,684","2,469",$478
77026,"4,772","4,717",$533
77027,"1,894","1,660",$442
77028,"4,313","4,248",$515
77029,"2,513","2,470",$541
77030,767,658,$465
77031,"3,458","3,395",$491
77032,"2,567","2,533",$486
77033,"5,953","5,875",$505
77034,"5,802","5,732",$513
77035,"6,284","6,109",$476
77036,"17,312","17,016",$485
77037,"3,004","2,961",$532
77038,"5,215","5,154",$510
77039,"4,212","4,159",$509
77040,"7,774","7,577",$490
77041,"5,374","5,169",$523
77042,"8,665","8,433",$463
77043,"3,568","3,428",$492
77044,"6,130","5,935",$480
77045,"5,506","5,424",$521
77046,163,142,$425
77047,"4,479","4,384",$517
77048,"3,564","3,512",$494
77049,"5,038","4,932",$486
77050,856,*,*
77051,"3,836","3,780",$505
77052,55,*,*
77053,"4,928","4,862",$544
77054,"3,189","3,053",$449
77055,"6,001","5,673",$477
77056,"2,745","2,481",$474
77057,"6,214","5,913",$460
77058,"1,917","1,817",$473
77059,"1,295","1,140",$496
77060,"8,795","8,698",$466
77061,"4,165","4,098",$489
77062,"2,234","2,079",$488
77063,"8,248","8,057",$465
77064,"7,284","7,109",$509
77065,"5,408","5,284",$493
77066,"5,916","5,806",$513
77067,"6,309","6,240",$481
77068,"2,186","2,108",$484
77069,"2,685","2,554",$479
77070,"7,472","7,253",$475
77071,"4,858","4,725",$503
77072,"13,289","13,133",$531
77073,"7,737","7,613",$472
77074,"7,913","7,813",$480
77075,"6,117","6,036",$510
77076,"4,806","4,739",$524
77077,"10,425","10,025",$472
77078,"3,058","3,024",$505
77079,"3,609","3,366",$472
77080,"6,960","6,736",$478
77081,"8,694","8,567",$456
77082,"12,874","12,627",$499
77083,"17,334","17,138",$547
77084,"21,968","21,551",$488
77085,"3,044","3,014",$530
77086,"4,938","4,872",$520
77087,"5,144","5,064",$537
77088,"9,879","9,743",$503
77089,"7,913","7,706",$504
77090,"7,813","7,698",$461
77091,"5,464","5,375",$483
77092,"5,760","5,601",$474
77093,"7,308","7,233",$527
77094,"1,361","1,270",$463
77095,"9,463","9,103",$486
77096,"4,287","4,019",$472
77098,"1,388","1,160",$465
77099,"11,591","11,473",$512
77201,*,*,*
77202,*,*,*
77203,*,*,*
77204,38,*,*
77205,*,*,*
77206,*,*,*
77207,*,*,*
77208,*,*,*
77209,*,*,*
77210,*,*,*
77213,*,*,*
77215,*,*,*
77216,*,*,*
77217,*,*,*
77218,*,*,*
77219,*,*,*
77220,*,*,*
77221,13,*,*
77222,*,*,*
77223,*,*,*
77224,*,*,*
77225,*,*,*
77226,*,*,*
77227,*,*,*
77228,*,*,*
77229,*,*,*
77230,14,*,*
77231,*,*,*
77233,*,*,*
77234,*,*,*
77235,*,*,*
77236,*,*,*
77237,13,*,*
77238,14,*,*
77240,*,*,*
77241,*,*,*
77242,14,*,*
77243,*,*,*
77244,*,*,*
77245,11,*,*
77248,*,*,*
77249,18,*,*
77251,*,*,*
77252,*,*,*
77253,*,*,*
77254,*,*,*
77255,*,*,*
77256,*,*,*
77257,*,*,*
77259,*,*,*
77261,*,*,*
77262,*,*,*
77263,*,*,*
77265,*,*,*
77266,*,*,*
77267,21,*,*
77268,*,*,*
77269,15,*,*
77270,*,*,*
77271,*,*,*
77272,*,*,*
77273,*,*,*
77274,*,*,*
77275,*,*,*
77277,*,*,*
77279,*,*,*
77280,*,*,*
77282,*,*,*
77284,13,*,*
77287,*,*,*
77288,*,*,*
77289,*,*,*
77290,*,*,*
77291,*,*,*
77292,*,*,*
77293,*,*,*
77299,*,*,*
77301,"4,839","4,730",$536
77302,"2,443","2,377",$546
77303,"2,633","2,569",$538
77304,"3,566","3,329",$517
77305,41,*,*
77306,"2,163","2,116",$554
77315,*,*,*
77316,"2,703","2,449",$515
77318,"1,779","1,674",$552
77320,"2,834","2,767",$618
77325,13,*,*
77326,18,*,*
77327,"7,356","7,233",$600
77328,"2,276","2,223",$610
77331,995,965,$608
77332,*,*,*
77333,*,*,*
77334,16,*,*
77335,627,*,*
77336,"1,268","1,189",$504
77337,*,*,*
77338,"6,303","6,199",$494
77339,"3,835","3,607",$483
77340,"2,735","2,662",$585
77341,*,*,*
77342,33,*,*
77343,*,*,*
77344,*,*,*
77345,"1,410","1,206",$457
77346,"6,718","6,367",$474
77347,24,*,*
77348,*,*,*
77349,*,*,*
77350,322,*,*
77351,"5,553","5,425",$606
77353,*,*,*
77354,"4,880","4,608",$518
77355,"2,841","2,703",$540
77356,"2,815","2,590",$568
77357,"4,735","4,642",$536
77358,543,530,$631
77359,90,*,*
77360,"1,149","1,130",$637
77362,749,705,$519
77363,604,589,$635
77364,320,*,*
77365,"5,219","5,065",$533
77367,30,*,*
77368,17,*,*
77369,108,*,*
77371,"1,138","1,121",$606
77372,"1,548","1,513",$573
77373,"8,826","8,564",$482
77374,79,*,*
77375,"7,709","7,278",$460
77376,42,*,*
77377,"4,262","4,012",$469
77378,"2,241","2,172",$565
77379,"9,709","9,138",$470
77380,"4,755","4,529",$483
77381,"2,282","2,011",$512
77382,"2,743","2,418",$505
77383,12,*,*
77384,"2,940","2,767",$497
77385,"3,106","2,945",$526
77386,"5,762","5,429",$509
77387,*,*,*
77388,"5,922","5,637",$483
77389,"3,952","3,604",$466
77391,11,*,*
77393,*,*,*
77396,"6,853","6,618",$485
77399,606,565,$693
77401,927,726,$532
77402,27,*,*
77404,12,*,*
77406,"7,530","7,121",$504
77407,"16,039","15,542",$525
77410,19,*,*
77411,12,*,*
77412,28,*,*
77413,11,*,*
77414,"2,979","2,922",$633
77415,15,*,*
77417,215,*,*
77418,888,846,$631
77419,185,*,*
77420,249,*,*
77422,"1,174","1,134",$581
77423,"3,708","3,615",$576
77426,186,*,*
77428,*,*,*
77429,"9,847","9,313",$463
77430,259,239,$571
77431,*,*,*
77432,23,*,*
77433,"13,685","12,841",$477
77434,687,*,*
77435,517,497,$600
77436,24,*,*
77437,"2,111","2,070",$631
77440,*,*,*
77441,"2,991","2,757",$505
77442,122,*,*
77443,46,*,*
77444,183,*,*
77445,"2,296","2,257",$611
77446,82,*,*
77447,"3,183","3,058",$514
77448,63,*,*
77449,"26,445","25,991",$485
77450,"13,044","12,545",$474
77451,113,*,*
77452,*,*,*
77453,42,*,*
77454,39,*,*
77455,185,*,*
77456,129,*,*
77457,72,*,*
77458,43,*,*
77459,"8,430","7,892",$545
77460,12,*,*
77461,984,950,$547
77463,*,*,*
77464,42,*,*
77465,"1,026","1,013",$675
77466,55,*,*
77467,*,*,*
77468,35,*,*
77469,"8,996","8,679",$527
77470,52,*,*
77471,"5,217","5,083",$538
77473,23,*,*
77474,"2,199","2,147",$602
77475,118,*,*
77476,55,*,*
77477,"5,606","5,472",$534
77478,"3,177","2,991",$553
77479,"11,381","10,443",$533
77480,646,619,$564
77481,19,*,*
77482,270,*,*
77483,34,*,*
77484,"1,942","1,896",$609
77485,457,435,$607
77486,603,589,$563
77487,13,*,*
77488,"2,022","1,992",$630
77489,"5,342","5,220",$543
77491,*,*,*
77492,*,*,*
77493,"13,481","13,040",$511
77494,"28,554","27,589",$526
77496,29,*,*
77497,19,*,*
77498,"9,742","9,470",$545
77501,26,*,*
77502,"5,432","5,364",$514
77503,"2,928","2,880",$520
77504,"3,301","3,241",$484
77505,"2,267","2,168",$485
77506,"5,071","5,008",$523
77507,59,*,*
77508,11,*,*
77510,"1,117","1,066",$574
77511,"5,048","4,872",$555
77512,18,*,*
77514,407,396,$676
77515,"2,763","2,672",$556
77516,*,*,*
77517,430,409,$583
77518,"1,400","1,357",$575
77519,101,*,*
77520,"4,954","4,864",$541
77521,"7,294","7,121",$510
77522,20,*,*
77523,"1,807","1,715",$569
77530,"4,467","4,403",$519
77531,"1,689","1,657",$558
77532,"3,058","2,971",$501
77533,102,*,*
77534,195,184,$497
77535,"3,261","3,178",$649
77536,"2,453","2,347",$491
77538,76,*,*
77539,"4,644","4,479",$568
77541,"2,059","2,020",$596
77542,14,*,*
77545,"3,336","3,244",$531
77546,"4,093","3,774",$505
77547,"1,067","1,056",$524
77549,12,*,*
77550,"3,153","3,048",$588
77551,"2,533","2,458",$570
77552,11,*,*
77553,*,*,*
77554,608,536,$598
77555,*,*,*
77560,128,*,*
77561,23,*,*
77562,"1,354","1,326",$526
77563,"1,103","1,068",$581
77564,245,*,*
77565,724,657,$554
77566,"2,062","1,979",$545
77568,"2,654","2,582",$556
77571,"3,271","3,150",$498
77572,*,*,*
77573,"6,327","5,820",$527
77574,*,*,*
77575,"1,558","1,504",$644
77577,166,*,*
77578,"2,363","2,224",$558
77580,15,*,*
77581,"4,221","4,002",$533
77582,54,*,*
77583,"4,900","4,731",$543
77584,"7,813","7,410",$544
77585,85,*,*
77586,"1,797","1,662",$481
77587,"2,498","2,472",$536
77588,*,*,*
77590,"3,455","3,394",$562
77591,"2,111","2,059",$540
77592,20,*,*
77597,71,*,*
77598,"3,146","3,038",$469
77611,699,678,$550
77612,694,677,$590
77613,110,*,*
77614,31,*,*
77615,52,*,*
77616,74,*,*
77617,17,*,*
77619,"1,720","1,681",$540
77622,91,*,*
77623,55,*,*
77624,91,*,*
77625,769,745,$576
77626,12,*,*
77627,"1,776","1,703",$556
77629,55,*,*
77630,"3,004","2,934",$579
77631,*,*,*
77632,"1,630","1,577",$561
77639,*,*,*
77640,"2,359","2,319",$596
77641,11,*,*
77642,"6,128","6,059",$558
77643,*,*,*
77650,318,304,$678
77651,929,896,$555
77655,19,*,*
77656,"1,672","1,622",$583
77657,"1,339","1,272",$532
77659,368,*,*
77660,150,*,*
77661,32,*,*
77662,"2,304","2,240",$578
77663,83,*,*
77664,295,*,*
77665,610,591,$599
77670,*,*,*
77701,"2,195","2,173",$591
77702,474,*,*
77703,"2,184","2,159",$581
77704,12,*,*
77705,"3,304","3,237",$568
77706,"2,483","2,345",$541
77707,"1,806","1,764",$558
77708,"1,444","1,422",$565
77709,*,*,*
77710,*,*,*
77713,"1,360","1,291",$544
77720,13,*,*
77725,*,*,*
77726,*,*,*
77801,"1,192","1,145",$554
77802,"1,629","1,540",$566
77803,"3,011","2,945",$581
77805,*,*,*
77806,17,*,*
77807,"1,044",984,$562
77808,"1,016",940,$585
77830,347,335,$659
77831,488,476,$655
77833,"2,570","2,470",$595
77834,16,*,*
77835,207,188,$607
77836,"1,231","1,178",$644
77837,200,*,*
77838,28,*,*
77840,"2,857","2,754",$510
77841,*,*,*
77842,20,*,*
77843,*,*,*
77844,*,*,*
77845,"4,181","3,870",$526
77850,*,*,*
77852,*,*,*
77853,86,*,*
77855,*,*,*
77856,467,446,$608
77857,80,*,*
77859,858,*,*
77861,211,*,*
77862,*,*,*
77863,17,*,*
77864,940,921,$603
77865,204,*,*
77866,14,*,*
77867,*,*,*
77868,"1,514","1,467",$643
77870,*,*,*
77871,333,317,$663
77872,202,*,*
77873,144,127,$548
77875,*,*,*
77876,19,*,*
77878,50,*,*
77879,580,566,$686
77880,183,*,*
77881,*,*,*
77882,*,*,*
77901,"4,735","4,649",$673
77902,15,*,*
77903,12,*,*
77904,"2,167","2,100",$619
77905,"1,347","1,303",$678
77950,20,*,*
77951,332,*,*
77954,"1,197","1,160",$662
77957,893,874,$652
77960,22,*,*
77961,12,*,*
77962,302,*,*
77963,494,475,$696
77964,661,641,$636
77967,*,*,*
77968,240,222,$587
77969,13,*,*
77970,33,*,*
77971,81,*,*
77973,12,*,*
77974,42,*,*
77975,163,*,*
77976,*,*,*
77977,84,*,*
77978,30,*,*
77979,"1,710","1,675",$697
77982,179,*,*
77983,258,*,*
77984,318,302,$627
77986,*,*,*
77987,*,*,*
77988,52,*,*
77989,*,*,*
77990,60,*,*
77991,46,*,*
77993,*,*,*
77994,40,*,*
77995,"1,057","1,024",$643
78001,*,*,*
78002,"1,173","1,147",$563
78003,"1,112","1,066",$604
78004,55,*,*
78005,74,*,*
78006,"2,911","2,628",$513
78007,12,*,*
78008,28,*,*
78009,731,691,$571
78010,426,412,$664
78011,285,269,$603
78012,75,*,*
78013,513,499,$616
78014,611,597,$624
78015,"1,293","1,135",$477
78016,"1,208","1,159",$582
78017,480,468,$613
78019,94,*,*
78021,14,*,*
78022,498,482,$647
78023,"1,788","1,638",$511
78024,150,*,*
78025,648,626,$660
78026,614,591,$578
78027,49,*,*
78028,"4,016","3,810",$638
78029,11,*,*
78039,158,*,*
78040,"6,027","5,976",$649
78041,"7,470","7,252",$606
78042,33,*,*
78043,"6,958","6,896",$617
78044,84,*,*
78045,"11,409","11,182",$584
78046,"12,733","12,633",$595
78049,*,*,*
78050,75,*,*
78052,879,851,$592
78054,32,*,*
78055,112,97,$611
78056,192,*,*
78057,163,*,*
78058,263,*,*
78059,660,644,$621
78060,*,*,*
78061,"1,166","1,153",$597
78062,*,*,*
78063,"1,019",971,$601
78064,"1,553","1,503",$587
78065,"1,379","1,344",$594
78066,33,*,*
78067,138,*,*
78069,612,594,$596
78070,"1,726","1,565",$543
78071,321,*,*
78072,94,*,*
78073,"1,445","1,422",$560
78074,11,*,*
78075,17,*,*
78076,"2,945","2,930",$583
78101,746,722,$563
78102,"1,794","1,741",$648
78104,16,*,*
78107,32,*,*
78108,"2,673","2,528",$490
78109,"5,632","5,452",$500
78111,*,*,*
78112,"1,277","1,254",$569
78113,134,*,*
78114,"2,069","1,998",$587
78115,*,*,*
78116,20,*,*
78117,37,*,*
78118,463,440,$657
78119,508,492,$642
78121,"1,082","1,029",$532
78122,50,*,*
78123,200,*,*
78124,566,550,$534
78125,*,*,*
78130,"7,648","7,163",$501
78131,*,*,*
78132,"2,526","2,209",$491
78133,"1,971","1,832",$579
78140,479,467,$572
78141,74,*,*
78142,35,*,*
78143,20,*,*
78144,*,*,*
78145,21,*,*
